ProductName,Brand,Price,DiscountPrice,Image_Url,Quantity,Category,SubCategory,Absolute_Url
Cow Desi Ghee/Tuppa,Fresho Organic,2600.00,1368.00,https://www.bigbasket.com/media/uploads/p/l/1212447_2-fresho-organic-cow-desi-gheetuppa.jpg,2x1 L,"Foodgrains, Oil & Masala","Organic Edible Oil, Ghee",https://www.bigbasket.com/pd/1212447/fresho-organic-cow-desi-gheetuppa-2x1-l/
Cashew/Kaju Whole Small W320 500g + Raisins/Kishmish - Indian 500g,BB Popular,1000.00,667.00,https://www.bigbasket.com/media/uploads/p/l/1202402_1-bb-popular-cashewkaju-whole-small-w320-500g-raisinskishmish-indian-500g.jpg,Combo,"Foodgrains, Oil & Masala",Other Dry Fruits,https://www.bigbasket.com/pd/1202402/bb-popular-cashewkaju-whole-small-w320-500g-raisinskishmish-indian-500g-combo/
"Amaranthus - Red Cleaned, without roots",Fresho,141.56,69.50,https://www.bigbasket.com/media/uploads/p/l/40001242_16-fresho-amaranthus-red-cleaned-without-roots.jpg,1 kg,Fruits & Vegetables,Leafy Vegetables,https://www.bigbasket.com/pd/40001242/fresho-amaranthus-red-cleaned-without-roots-1-kg/
"Amaranthus - Red Cleaned, without roots",Fresho,35.39,17.50,https://www.bigbasket.com/media/uploads/p/l/30000575_14-fresho-amaranthus-red-cleaned-without-roots.jpg,250 g,Fruits & Vegetables,Leafy Vegetables,https://www.bigbasket.com/pd/30000575/fresho-amaranthus-red-cleaned-without-roots-250-g/
Poha/Avalakki/Aval/Chivda - Thick 1 kg + Idli Rice 2 kg+ Idli Sooji/Rava 1 kg,BB Royal,270.00,192.00,https://www.bigbasket.com/media/uploads/p/l/1206905_1-bb-royal-pohaavalakkiavalchivda-thick-1-kg-idli-rice-2-kg-idli-soojirava-1-kg.jpg,Combo,"Foodgrains, Oil & Masala","Poha, Sabudana & Murmura",https://www.bigbasket.com/pd/1206905/bb-royal-pohaavalakkiavalchivda-thick-1-kg-idli-rice-2-kg-idli-soojirava-1-kg-combo/
bbPopular Cashew Whole + Almond Californian Giri (100G) + bbRoyal Dry Dates 100G,bb Combo,350.00,218.00,https://www.bigbasket.com/media/uploads/p/l/1206891_1-bb-combo-bbpopular-cashew-whole-almond-californian-giri-100g-bbroyal-dry-dates-100g.jpg,Combo,"Foodgrains, Oil & Masala",Cashews,https://www.bigbasket.com/pd/1206891/bb-combo-bbpopular-cashew-whole-almond-californian-giri-100g-bbroyal-dry-dates-100g-combo/
Organic Walnut Kernels/Akhrot,BB Royal,1099.00,649.00,https://www.bigbasket.com/media/uploads/p/l/40199569_1-bb-royal-organic-walnut-kernelsakhrot.jpg,500 g,"Foodgrains, Oil & Masala",Organic Dry Fruits,https://www.bigbasket.com/pd/40199569/bb-royal-organic-walnut-kernelsakhrot-500-g/
Organic - Walnut Kernels/Akharot,BB Royal,898.00,598.00,https://www.bigbasket.com/media/uploads/p/l/1208907_1-bb-royal-organic-walnut-kernelsakharot.jpg,2x200 g,"Foodgrains, Oil & Masala",Organic Dry Fruits,https://www.bigbasket.com/pd/1208907/bb-royal-organic-walnut-kernelsakharot-2x200-g/
Organic Walnut Kernels/Akharot,BB Royal,449.00,299.00,https://www.bigbasket.com/media/uploads/p/l/40168548_8-bb-royal-organic-walnut-kernelsakharot.jpg,200 g,"Foodgrains, Oil & Masala",Organic Dry Fruits,https://www.bigbasket.com/pd/40168548/bb-royal-organic-walnut-kernelsakharot-200-g/
Organic Walnut Kernels/Akharot,BB Royal,225.00,155.00,https://www.bigbasket.com/media/uploads/p/l/40114175_9-bb-royal-organic-walnut-kernelsakharot.jpg,100 g,"Foodgrains, Oil & Masala",Organic Dry Fruits,https://www.bigbasket.com/pd/40114175/bb-royal-organic-walnut-kernelsakharot-100-g/
Peas/Matar - White,BB Royal,90.00,66.00,https://www.bigbasket.com/media/uploads/p/l/10000441_12-bb-royal-peasmatar-white.jpg,500 g,"Foodgrains, Oil & Masala",Urad & Other Dals,https://www.bigbasket.com/pd/10000441/bb-royal-peasmatar-white-500-g-pouch/
White Peas/Bili Batani,BB Royal,180.00,129.00,https://www.bigbasket.com/media/uploads/p/l/70001286_4-bb-royal-white-peasmatar.jpg,1 kg,"Foodgrains, Oil & Masala",Urad & Other Dals,https://www.bigbasket.com/pd/70001286/bb-royal-white-peasmatar-1-kg-pouch/
White Peas/Bili Batani,BB Royal,40.00,28.00,https://www.bigbasket.com/media/uploads/p/l/10000567_9-bb-royal-white-peasmatar.jpg,200 g,"Foodgrains, Oil & Masala",Urad & Other Dals,https://www.bigbasket.com/pd/10000567/bb-royal-white-peasmatar-200-g-pouch/
Baby Lotion,Himalaya Baby,170.00,122.00,https://www.bigbasket.com/media/uploads/p/l/100316308_6-himalaya-baby-baby-lotion.jpg,200 ml,Baby Care,Baby Creams & Lotions,https://www.bigbasket.com/pd/100316308/himalaya-baby-baby-lotion-200-ml/
Baby Lotion,Himalaya Baby,300.00,219.50,https://www.bigbasket.com/media/uploads/p/l/20002821_3-himalaya-baby-baby-lotion.jpg,400 ml,Baby Care,Baby Creams & Lotions,https://www.bigbasket.com/pd/20002821/himalaya-baby-baby-lotion-400-ml/
Baby Lotion,Himalaya Baby,95.00,90.25,https://www.bigbasket.com/media/uploads/p/l/40013478_5-himalaya-baby-baby-lotion.jpg,100 ml,Baby Care,Baby Creams & Lotions,https://www.bigbasket.com/pd/40013478/himalaya-baby-baby-lotion-100-ml-bottle/
Magic Seal Square Plastic Storage Containers - Royal Blue,Polyset,409.00,229.00,https://www.bigbasket.com/media/uploads/p/l/40181777_9-polyset-magic-seal-square-plastic-storage-containers-royal-blue.jpg,5.5 L,"Kitchen, Garden & Pets",Containers Sets,https://www.bigbasket.com/pd/40181777/polyset-magic-seal-square-plastic-storage-containers-royal-blue-55-l/
Beans - Cluster (Loose),Fresho,21.10,12.50,https://www.bigbasket.com/media/uploads/p/l/10000040_10-fresho-beans-cluster.jpg,250 g,Fruits & Vegetables,"Beans, Brinjals & Okra",https://www.bigbasket.com/pd/10000040/fresho-beans-cluster-250-g/
Beans - Cluster (Loose),Fresho,42.21,24.50,https://www.bigbasket.com/media/uploads/p/l/10000041_7-fresho-beans-cluster.jpg,500 g,Fruits & Vegetables,"Beans, Brinjals & Okra",https://www.bigbasket.com/pd/10000041/fresho-beans-cluster-500-g/
Beans - Cluster (Loose),Fresho,84.42,49.00,https://www.bigbasket.com/media/uploads/p/l/10000039_7-fresho-beans-cluster.jpg,1 kg,Fruits & Vegetables,"Beans, Brinjals & Okra",https://www.bigbasket.com/pd/10000039/fresho-beans-cluster-1-kg/
Dark Temptation Deodorant,Axe,630.00,315.01,https://www.bigbasket.com/media/uploads/p/l/1208793_2-axe-dark-temptation-deodorant.jpg,3x150 ml,Beauty & Hygiene,Men's Deodorants,https://www.bigbasket.com/pd/1208793/axe-dark-temptation-deodorant-3x150-ml/
"Dark Temptation - Long Lasting Deodorant, Bodyspray, For Men",Axe,210.00,147.00,https://www.bigbasket.com/media/uploads/p/l/266642_21-axe-dark-temptation-long-lasting-deodorant-bodyspray-for-men.jpg,150 ml,Beauty & Hygiene,Men's Deodorants,https://www.bigbasket.com/pd/266642/axe-dark-temptation-long-lasting-deodorant-bodyspray-for-men-150-ml/
"Dark Temptation Body Spray Deodorant - Smooth Chocolate Fragrance, For Men",Axe,640.00,288.01,https://www.bigbasket.com/media/uploads/p/l/1220348_1-axe-dark-temptation-body-spray-deodorant-smooth-chocolate-fragrance-for-men.jpg,2x215 ml,Beauty & Hygiene,Men's Deodorants,https://www.bigbasket.com/pd/1220348/axe-dark-temptation-body-spray-deodorant-smooth-chocolate-fragrance-for-men-2x215-ml/
"Dark Temptation - Long Lasting Deodorant, Bodyspray, For Men",Axe,320.00,176.00,https://www.bigbasket.com/media/uploads/p/l/40213665_1-axe-dark-temptation-bodyspray-deodorant.jpg,215 ml,Beauty & Hygiene,Men's Deodorants,https://www.bigbasket.com/pd/40213665/axe-dark-temptation-bodyspray-deodorant-215-ml-can/
"Kajal - Eyeconic, Twin Pack",Lakme,340.00,238.00,https://www.bigbasket.com/media/uploads/p/l/40135734_4-lakme-kajal-eyeconic-twin-pack.jpg,2 pcs,Beauty & Hygiene,Eyes,https://www.bigbasket.com/pd/40135734/lakme-kajal-eyeconic-twin-pack-2-pcs/
100% Natural Premium Californian Almonds,Happilo,675.00,452.25,https://www.bigbasket.com/media/uploads/p/l/40200932_3-happilo-100-natural-premium-californian-almonds-value-pack.jpg,500 g,Gourmet & World Food,Dry Fruits & Berries,https://www.bigbasket.com/pd/40200932/happilo-100-natural-premium-californian-almonds-value-pack-500-g/
Poha/Avalakki/Aval/Chivda - Thick 1X2kg + Peanuts - Raw 1kg,BB Popular,380.00,263.00,https://www.bigbasket.com/media/uploads/p/l/1205594_1-bb-popular-pohaavalakkiavalchivda-thick-1kg-peanutsmungaphalishengdana-raw-1kg.jpg,Combo,"Foodgrains, Oil & Masala","Poha, Sabudana & Murmura",https://www.bigbasket.com/pd/1205594/bb-popular-pohaavalakkiavalchivda-thick-1kg-peanutsmungaphalishengdana-raw-1kg-combo/
"Storewell Airtight Container with Blue Lid - Transparent, Plastic, Plain, Rectangular",Laplast,539.00,249.00,https://www.bigbasket.com/media/uploads/p/l/40178615_4-laplast-storewell-airtight-plastic-container-transparent-with-blue-lid.jpg,1 L,"Kitchen, Garden & Pets",Containers Sets,https://www.bigbasket.com/pd/40178615/laplast-storewell-airtight-plastic-container-transparent-with-blue-lid-1-l/
Bathing Bar Soap - Cool,Dettol,450.00,321.60,https://www.bigbasket.com/media/uploads/p/l/1208129_9-dettol-bathing-bar-soap-cool.jpg,6x125 g,Beauty & Hygiene,Bathing Bars & Soaps,https://www.bigbasket.com/pd/1208129/dettol-bathing-bar-soap-cool-6x125-g/
Bathing Bar Soap - Cool,Dettol,600.00,407.36,https://www.bigbasket.com/media/uploads/p/l/1208130_10-dettol-bathing-bar-soap-cool.jpg,8x125 g,Beauty & Hygiene,Bathing Bars & Soaps,https://www.bigbasket.com/pd/1208130/dettol-bathing-bar-soap-cool-8x125-g/
Bathing Bar Soap - Cool,Dettol,270.00,225.60,https://www.bigbasket.com/media/uploads/p/l/1208131_9-dettol-bathing-bar-soap-cool.jpg,6x75 g,Beauty & Hygiene,Bathing Bars & Soaps,https://www.bigbasket.com/pd/1208131/dettol-bathing-bar-soap-cool-6x75-g/
"Cool Crispy Menthol Bathing Soap, Daily Protection from Germs",Dettol,45.00,40.00,https://www.bigbasket.com/media/uploads/p/l/307813_23-dettol-intense-cool-bathing-soap-bar-with-menthol-provides-germ-protection.jpg,75 g,Beauty & Hygiene,Bathing Bars & Soaps,https://www.bigbasket.com/pd/307813/dettol-intense-cool-bathing-soap-bar-with-menthol-provides-germ-protection-75-g/
Intense Cool Germ Protection Bathing Soap Bar,Dettol,90.00,76.80,https://www.bigbasket.com/media/uploads/p/l/1213057_4-dettol-intense-cool-germ-protection-bathing-soap-bar.jpg,2x75 g,Beauty & Hygiene,Bathing Bars & Soaps,https://www.bigbasket.com/pd/1213057/dettol-intense-cool-germ-protection-bathing-soap-bar-2x75-g/
Bathing Soap - Cool,Dettol,300.00,222.44,https://www.bigbasket.com/media/uploads/p/l/1200378_7-dettol-bathing-soap-cool.jpg,4x125 g,Beauty & Hygiene,Bathing Bars & Soaps,https://www.bigbasket.com/pd/1200378/dettol-bathing-soap-cool-4x125-g/
"Intense Cool 2X Menthol Soap, Protects from Body Odour",Dettol,75.00,67.00,https://www.bigbasket.com/media/uploads/p/l/100037660_26-dettol-intense-cool-bathing-soap-bar-with-menthol-provides-germ-protection.jpg,125 g,Beauty & Hygiene,Bathing Bars & Soaps,https://www.bigbasket.com/pd/100037660/dettol-intense-cool-bathing-soap-bar-with-menthol-provides-germ-protection-125-g/
Dynamic Leakproof Containers,Asian,172.00,99.00,https://www.bigbasket.com/media/uploads/p/l/40210160_1-asian-dynamic-leakproof-containers.jpg,300 ml,"Kitchen, Garden & Pets",Containers Sets,https://www.bigbasket.com/pd/40210160/asian-dynamic-leakproof-containers-300-ml/
Green Peas/Ona Batani,BB Royal,150.00,71.00,https://www.bigbasket.com/media/uploads/p/l/10000424_15-bb-royal-green-peasmatar.jpg,500 g,"Foodgrains, Oil & Masala",Urad & Other Dals,https://www.bigbasket.com/pd/10000424/bb-royal-green-peasmatar-500-g-pouch/
Peas/Matar - Green,BB Royal,70.00,30.00,https://www.bigbasket.com/media/uploads/p/l/10000561_11-bb-royal-peasmatar-green.jpg,200 g,"Foodgrains, Oil & Masala",Urad & Other Dals,https://www.bigbasket.com/pd/10000561/bb-royal-peasmatar-green-200-g-pouch/
Green Peas/Ona Batani,BB Royal,290.00,139.00,https://www.bigbasket.com/media/uploads/p/l/70001283_9-bb-royal-green-peasmatar.jpg,1 kg,"Foodgrains, Oil & Masala",Urad & Other Dals,https://www.bigbasket.com/pd/70001283/bb-royal-green-peasmatar-1-kg-pouch/
"Plastic & Steel Hook/Hanger - Self Adhesive Cum Screw, BH 061",BB Home,219.00,149.00,https://www.bigbasket.com/media/uploads/p/l/40144752_2-bb-home-plastic-steel-hookhanger-self-adhesive-cum-screw-bh-061.jpg,1 pc,"Kitchen, Garden & Pets",Wall Hooks & Hangers,https://www.bigbasket.com/pd/40144752/bb-home-plastic-steel-hookhanger-self-adhesive-cum-screw-bh-061-1-pc/
"BB Popular Almond/Badam - Californian, Giri 500 gm + BB Royal Honey 1 kg",bb Combo,1050.00,719.00,https://www.bigbasket.com/media/uploads/p/l/1203567_2-bb-combo-bb-popular-almondbadam-californian-giri-500-gm-bb-royal-honey-1-kg.jpg,Combo,"Foodgrains, Oil & Masala",Almonds,https://www.bigbasket.com/pd/1203567/bb-combo-bb-popular-almondbadam-californian-giri-500-gm-bb-royal-honey-1-kg-combo/
Organic - Poha Medium,BB Royal,55.00,37.00,https://www.bigbasket.com/media/uploads/p/l/40072521_15-bb-royal-organic-poha-medium.jpg,500 g,"Foodgrains, Oil & Masala","Organic Rice, Other Rice",https://www.bigbasket.com/pd/40072521/bb-royal-organic-poha-medium-500-g/
Organic - Poha Medium,BB Royal,110.00,72.00,https://www.bigbasket.com/media/uploads/p/l/40093612_9-bb-royal-organic-poha-medium.jpg,1 kg,"Foodgrains, Oil & Masala","Organic Rice, Other Rice",https://www.bigbasket.com/pd/40093612/bb-royal-organic-poha-medium-1-kg/
Organic - Poha,BB Royal,220.00,144.00,https://www.bigbasket.com/media/uploads/p/l/1205375_1-bb-royal-organic-poha.jpg,2x1 kg,"Foodgrains, Oil & Masala","Organic Rice, Other Rice",https://www.bigbasket.com/pd/1205375/bb-royal-organic-poha-2x1-kg/
Chocolate Home - Treats Pack,Cadbury Dairy Milk,447.00,298.32,https://www.bigbasket.com/media/uploads/p/l/1212499_1-cadbury-dairy-milk-chocolate-home-treats-pack.jpg,3x126 g,Snacks & Branded Foods,Chocolates,https://www.bigbasket.com/pd/1212499/cadbury-dairy-milk-chocolate-home-treats-pack-3x126-g/
Chocolate Home Treats Pack,Cadbury Dairy Milk,149.00,113.00,https://www.bigbasket.com/media/uploads/p/l/40019374_16-cadbury-dairy-milk-chocolate-home-treats-pack.jpg,126 g,Snacks & Branded Foods,Chocolates,https://www.bigbasket.com/pd/40019374/cadbury-dairy-milk-chocolate-home-treats-pack-126-g/
"Chocolate Home Treats Pack, 126 g, 18 Units",Cadbury Dairy Milk,298.00,212.44,https://www.bigbasket.com/media/uploads/p/l/1200587_2-cadbury-dairy-milk-chocolate-home-treats-pack-126-g-18-units.jpg,2x126 g,Snacks & Branded Foods,Chocolates,https://www.bigbasket.com/pd/1200587/cadbury-dairy-milk-chocolate-home-treats-pack-126-g-18-units-2x126-g/
Coriander Seeds/Kottambari Beeja,BB Popular,40.00,28.00,https://www.bigbasket.com/media/uploads/p/l/40067284_10-bb-popular-coriander-dhania-seeds.jpg,100 g,"Foodgrains, Oil & Masala",Whole Spices,https://www.bigbasket.com/pd/40067284/bb-popular-coriander-dhania-seeds-100-g/
Coriander Seeds/Kottambari Beeja,BB Popular,80.00,55.00,https://www.bigbasket.com/media/uploads/p/l/40067285_9-bb-popular-coriander-dhania-seeds.jpg,200 g,"Foodgrains, Oil & Masala",Whole Spices,https://www.bigbasket.com/pd/40067285/bb-popular-coriander-dhania-seeds-200-g/
Coriander Seeds/Kottambari Beeja,BB Popular,200.00,136.00,https://www.bigbasket.com/media/uploads/p/l/40067286_9-bb-popular-coriander-dhania-seeds.jpg,500 g,"Foodgrains, Oil & Masala",Whole Spices,https://www.bigbasket.com/pd/40067286/bb-popular-coriander-dhania-seeds-500-g/
Basmati Rice/Basmati Akki - Rozana Gold,Daawat ,112.00,84.00,https://www.bigbasket.com/media/uploads/p/l/255849_5-daawat-basmati-rice-rozana-gold.jpg,1 kg,"Foodgrains, Oil & Masala",Basmati Rice,https://www.bigbasket.com/pd/255849/daawat-basmati-rice-rozana-gold-1-kg-pouch/
Basmati Rice/Basmati Akki - Rozana Gold,Daawat ,560.00,429.00,https://www.bigbasket.com/media/uploads/p/l/204005_7-daawat-basmati-rice-rozana-gold.jpg,5 kg,"Foodgrains, Oil & Masala",Basmati Rice,https://www.bigbasket.com/pd/204005/daawat-basmati-rice-rozana-gold-5-kg-pouch/
Pure Detox Anti-Pollution Purity Face Wash With Activated Charcoal,Ponds,280.00,182.00,https://www.bigbasket.com/media/uploads/p/l/40176374_6-ponds-pure-detox-anti-pollution-purity-face-wash-with-activated-charcoal.jpg,150 g,Beauty & Hygiene,Face Care,https://www.bigbasket.com/pd/40176374/ponds-pure-detox-anti-pollution-purity-face-wash-with-activated-charcoal-150-g/
Pure Detox Anti-Pollution Purity Face Wash With Activated Charcoal,Ponds,210.00,157.50,https://www.bigbasket.com/media/uploads/p/l/286731_12-ponds-pure-detox-anti-pollution-purity-face-wash-with-activated-charcoal.jpg,100 g,Beauty & Hygiene,Face Care,https://www.bigbasket.com/pd/286731/ponds-pure-detox-anti-pollution-purity-face-wash-with-activated-charcoal-100-g/
Pure Detox Anti-Pollution Purity Face Wash With Activated Charcoal,Ponds,840.00,546.00,https://www.bigbasket.com/media/uploads/p/l/1214595_1-ponds-pure-detox-anti-pollution-purity-face-wash-with-activated-charcoal.jpg,3x150 g,Beauty & Hygiene,Face Care,https://www.bigbasket.com/pd/1214595/ponds-pure-detox-anti-pollution-purity-face-wash-with-activated-charcoal-3x150-g/
Pure Detox Anti-Pollution Purity Face Wash With Activated Charcoal,Ponds,425.00,276.25,https://www.bigbasket.com/media/uploads/p/l/40125355_6-ponds-pure-detox-anti-pollution-purity-face-wash-with-activated-charcoal.jpg,200 g,Beauty & Hygiene,Face Care,https://www.bigbasket.com/pd/40125355/ponds-pure-detox-anti-pollution-purity-face-wash-with-activated-charcoal-200-g/
Pure Detox Anti-Pollution Purity Face Wash With Activated Charcoal,Ponds,115.00,110.00,https://www.bigbasket.com/media/uploads/p/l/286734_14-ponds-pure-detox-anti-pollution-purity-face-wash-with-activated-charcoal.jpg,50 g,Beauty & Hygiene,Face Care,https://www.bigbasket.com/pd/286734/ponds-pure-detox-anti-pollution-purity-face-wash-with-activated-charcoal-50-g/
Purifying Neem Face Wash,Himalaya,300.00,228.00,https://www.bigbasket.com/media/uploads/p/l/40018854_4-himalaya-purifying-neem-face-wash.jpg,300 ml,Beauty & Hygiene,Face Care,https://www.bigbasket.com/pd/40018854/himalaya-purifying-neem-face-wash-300-ml/
Purifying Neem Face Wash,Himalaya,130.00,110.00,https://www.bigbasket.com/media/uploads/p/l/40007306_2-himalaya-purifying-neem-face-wash.jpg,100 ml,Beauty & Hygiene,Face Care,https://www.bigbasket.com/pd/40007306/himalaya-purifying-neem-face-wash-100-ml/
Face Wash - Purifying Neem,Himalaya,470.00,308.43,https://www.bigbasket.com/media/uploads/p/l/1213580_1-himalaya-face-wash-purifying-neem.jpg,2x200 ml,Beauty & Hygiene,Face Care,https://www.bigbasket.com/pd/1213580/himalaya-face-wash-purifying-neem-2x200-ml/
Purifying Neem Face Wash,Himalaya,415.00,279.00,https://www.bigbasket.com/media/uploads/p/l/40181905_4-himalaya-purifying-neem-face-wash.jpg,400 ml,Beauty & Hygiene,Face Care,https://www.bigbasket.com/pd/40181905/himalaya-purifying-neem-face-wash-400-ml/
Purifying Neem Face Wash,Himalaya,600.00,409.21,https://www.bigbasket.com/media/uploads/p/l/1212020_1-himalaya-purifying-neem-face-wash.jpg,2x300 ml,Beauty & Hygiene,Face Care,https://www.bigbasket.com/pd/1212020/himalaya-purifying-neem-face-wash-2x300-ml/
Purifying Neem Face Wash,Himalaya,235.00,169.00,https://www.bigbasket.com/media/uploads/p/l/40000439_2-himalaya-purifying-neem-face-wash.jpg,200 ml,Beauty & Hygiene,Face Care,https://www.bigbasket.com/pd/40000439/himalaya-purifying-neem-face-wash-200-ml/
Purifying Neem Face Wash,Himalaya,75.00,67.50,https://www.bigbasket.com/media/uploads/p/l/40000440_9-himalaya-purifying-neem-face-wash.jpg,50 ml,Beauty & Hygiene,Face Care,https://www.bigbasket.com/pd/40000440/himalaya-purifying-neem-face-wash-50-ml/
Colocasia (Loose),Fresho,44.81,27.00,https://www.bigbasket.com/media/uploads/p/l/10000096_15-fresho-colocasia.jpg,500 g,Fruits & Vegetables,Root Vegetables,https://www.bigbasket.com/pd/10000096/fresho-colocasia-500-g/
Colocasia (Loose),Fresho,89.61,53.50,https://www.bigbasket.com/media/uploads/p/l/10000094_15-fresho-colocasia.jpg,1 kg,Fruits & Vegetables,Root Vegetables,https://www.bigbasket.com/pd/10000094/fresho-colocasia-1-kg/
Colocasia (Loose),Fresho,22.40,13.50,https://www.bigbasket.com/media/uploads/p/l/10000095_16-fresho-colocasia.jpg,250 g,Fruits & Vegetables,Root Vegetables,https://www.bigbasket.com/pd/10000095/fresho-colocasia-250-g/
"Stunning Black Shine Shampoo - With Amla + Oil, Pearl Protein & Vitamin E, For Long Lasting Shine",Sunsilk,62.00,62.00,https://www.bigbasket.com/media/uploads/p/l/266829_6-sunsilk-stunning-black-shine-shampoo-with-amla-oil-pearl-protein-vitamin-e-for-long-lasting-shine.jpg,80 ml,Beauty & Hygiene,Shampoo & Conditioner,https://www.bigbasket.com/pd/266829/sunsilk-stunning-black-shine-shampoo-with-amla-oil-pearl-protein-vitamin-e-for-long-lasting-shine-80-ml/
Stunning Black Shine Hair Shampoo - Amla Pearl Complex,Sunsilk,300.00,276.00,https://www.bigbasket.com/media/uploads/p/l/189323_11-sunsilk-stunning-black-shine-shampoo-with-amlaoil-pearl-protein-vitamin-e-for-long-lasting-shine.jpg,360 ml,Beauty & Hygiene,Shampoo & Conditioner,https://www.bigbasket.com/pd/189323/sunsilk-stunning-black-shine-shampoo-with-amlaoil-pearl-protein-vitamin-e-for-long-lasting-shine-360-ml/
